category_code,category_name,additive_name,cns,ins,max_amount,unit,remark,calc_basis
09.01,鲜水产(仅限虾类),4-己基间苯二酚,04.013,586,-1.0,mg/kg,,
-2),"各类食品,表 A.2中编号为1-68的食品类别除外",5'-呈味核苷酸二钠,12.004,635,-1.0,GMP,,
-,"各类食品,表 A.2中编号为1~68的食品类别除外",5'-肌苷酸二钠,12.003,631,-1.0,GMP,,
-,"各类食品,表 A.2中编号为1~68的食品类别除外",5'-鸟苷酸二钠,12.002,627,-1.0,GMP,,
05.02,糖果,D-甘露糖醇,19.017,421,-1.0,,,
15.03.01,葡萄酒,"D-异抗坏血酸及其钠盐(包括D-异抗坏血酸,D-异抗坏血酸钠)",04.004,315,0.15,g/kg,,以抗坏血酸计
15.03.01,"各类食品,表 A.2中编号为1~62、64~68的食品类别除外","D-异抗坏血酸及其钠盐(包括D-异抗坏血酸,D-异抗坏血酸钠)",04.004,315,-1.0,GMP,,
,"各类食品,表 A.2中编号为1~68的食品类别除外",DL-苹果酸,01.309,296,-1.0,GMP,,
--,"各类食品,表 A.2中编号为1~68的食品类别除外",DL-苹果酸钠,01.314,350,-1.0,GMP,,
06.03.02.01,生湿面制品(如 面 条、饺 子 皮、馄 饼 皮、烧麦皮)(仅限拉面),L-半胱氨酸盐酸盐,13.003,920,0.3,g/kg,,
06.03.02.03,发酵面制品,L-半胱氨酸盐酸盐,13.003,920,0.06,g/kg,,
06.08,冷冻米面制品,L-半胱氨酸盐酸盐,13.003,920,0.6,g/kg,,
12.0,调味品(12.01盐及代盐制品、12.09香辛料类除外),L-丙氨酸,12.006,,-1.0,GMP,,
04.02.02.03,腌渍的蔬菜,"L(+)-酒石酸,dl-酒石酸",01.111,334,3.0,g/kg,,酒石酸
05.02,糖果,"L(+)-酒石酸,dl-酒石酸",01.111,334,30.0,g/kg,,酒石酸
06.03.02.05,油炸面制品,"L(+)-酒石酸,dl-酒石酸",01.111,334,10.0,g/kg,,酒石酸
06.05.02.01,粉丝、粉条,"L(+)-酒石酸,dl-酒石酸",01.111,334,2.0,g/kg,,酒石酸
06.11,面糊 (如 用 于 鱼 和 禽 肉 的 拖 面 糊)、裹粉、煎炸粉,"L(+)-酒石酸,dl-酒石酸",01.111,334,10.0,g/kg,,酒石酸
12.10.01,固体复合调味料,"L(+)-酒石酸,dl-酒石酸",01.111,334,10.0,g/kg,,酒石酸
14.02.03,果蔬汁(浆)类饮料,"L(+)-酒石酸,dl-酒石酸",01.111,334,5.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",酒石酸
14.03.02,植物蛋白饮料,"L(+)-酒石酸,dl-酒石酸",01.111,334,5.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",酒石酸
14.03.03,复合蛋白饮料,"L(+)-酒石酸,dl-酒石酸",01.111,334,5.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",酒石酸计
14.04,碳酸饮料,"L(+)-酒石酸,dl-酒石酸",01.111,334,5.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",酒石酸计
14.05,茶、咖啡、植物(类)饮料,"L(+)-酒石酸,dl-酒石酸",01.111,334,5.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",酒石酸计
14.07,特殊用途饮料,"L(+)-酒石酸,dl-酒石酸",01.111,334,5.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",酒石酸计
14.08,风味饮料,"L(+)-酒石酸,dl-酒石酸",01.111,334,5.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",酒石酸计
15.03.01,葡萄酒,"L(+)-酒石酸,dl-酒石酸",01.111,334,4.0,g/L,,酒石酸计
-,"各类食品,表 A.2中编号为1~68的食品类别除外",L-苹果酸,01.104,,-1.0,GMP,,
-,"各类食品,表 A.2中编号为1~68的食品类别除外",L-苹果酸钠,01.315,,-1.0,GMP,,
-,"各类食品,表 A.2中编号为1~68的食品类别除外",α-环状糊精,18,,-1.0,GMP,,
01.02.02,风味发酵乳,β-阿朴-8'-胡萝卜素醛,08.018,160e,0.015,g/kg,,以β-阿朴-8'-胡萝卜素醛计
01.06.04,再制干酪及干酪制品,β-阿朴-8'-胡萝卜素醛,08.018,160e,0.018,g/kg,,以β-阿朴-8'-胡萝卜素醛计
03.0,冷冻饮品(03.04食用冰除外),β-阿朴-8'-胡萝卜素醛,08.018,160e,0.02,g/kg,,以β-阿朴-8'-胡萝卜素醛计
05.02,糖果,β-阿朴-8'-胡萝卜素醛,08.018,160e,0.015,g/kg,,以β-阿朴-8'-胡萝卜素醛计
07.0,焙烤食品,β-阿朴-8'-胡萝卜素醛,08.018,160e,0.015,g/kg,,以β-阿朴-8'-胡萝卜素醛计
12.10.02,半固体复合调味料,β-阿朴-8'-胡萝卜素醛,08.018,160e,0.005,g/kg,,以β-阿朴-8'-胡萝卜素醛计
14.0,饮料类[14.01包装饮用水、14.02.01果蔬汁(浆)、14.02.02浓缩果蔬汁(浆)除外],β-阿朴-8'-胡萝卜素醛,08.018,160e,0.01,g/L,,"以β-阿朴-8'-胡萝卜素醛计,以即饮状态计,相应的固体饮料按稀释倍数增加使用量"
01.01.03,调制乳,β-胡萝卜素,08.010,160a,1.0,g/kg,,
01.02.02,风味发酵乳,β-胡萝卜素,08.010,160a,1.0,g/kg,,
01.03.02,调制乳粉和调制奶油粉,β-胡萝卜素,08.010,160a,1.0,g/kg,,
01.05,稀奶油(淡奶油)及其类似品(01.05.01稀奶油除外),β-胡萝卜素,08.010,160a,0.02,g/kg,,
01.06.01,非熟化干酪,β-胡萝卜素,08.010,160a,0.6,g/kg,,
01.06.02,熟化干酪,β-胡萝卜素,08.010,160a,1.0,g/kg,,
01.06.04,再制干酪及干酪制品,β-胡萝卜素,08.010,160a,1.0,g/kg,,
01.06.05,干酪类似品,β-胡萝卜素,08.010,160a,1.0,g/kg,,
01.07,以乳为主要配料的即食风味食品 或 其预制产品 (不包括冰淇淋和风味发酵乳),β-胡萝卜素,08.010,160a,1.0,g/kg,,
02.02,水油状脂肪乳化制品(02.02.01.01黄油和浓缩黄油除外),β-胡萝卜素,08.010,160a,1.0,g/kg,,
02.03,"02.02类以外的脂肪乳化制品,包括混合的和(或)调味的脂肪乳化制品",β-胡萝卜素,08.010,160a,1.0,g/kg,,
02.04,脂肪类甜品,β-胡萝卜素,08.010,160a,1.0,g/kg,,
02.05,其他油脂或油脂制品(仅限植脂末),β-胡萝卜素,08.010,160a,0.065,g/kg,,
03.0,冷冻饮品(03.04食用冰除外),β-胡萝卜素,08.010,160a,1.0,g/kg,,
04.01.02.03,醋、油或盐渍水果,β-胡萝卜素,08.010,160a,1.0,g/kg,,
04.01.02.04,水果罐头,β-胡萝卜素,08.010,160a,1.0,g/kg,,
04.01.02.05,果酱,β-胡萝卜素,08.010,160a,1.0,g/kg,,
04.01.02.07,除04.01.02.05以外的果酱(如印度酸辣酱),β-胡萝卜素,08.010,160a,0.5,g/kg,,
04.01.02.08,蜜饯,β-胡萝卜素,08.010,160a,1.0,g/kg,,
04.01.02.09,装饰性果蔬,β-胡萝卜素,08.010,160a,0.1,g/kg,,
04.01.02.10,"水果甜品,包括果味液体甜品",β-胡萝卜素,08.010,160a,1.0,g/kg,,
04.01.02.11,发酵的水果制品,β-胡萝卜素,08.010,160a,0.2,g/kg,,
04.02.02.02,干制蔬菜,β-胡萝卜素,08.010,160a,0.2,g/kg,,
04.02.02.03,腌渍的蔬菜,β-胡萝卜素,08.010,160a,0.132,g/kg,,
04.02.02.04,蔬菜罐头,β-胡萝卜素,08.010,160a,0.2,g/kg,,
04.02.02.05,"蔬菜泥(酱),番茄沙司除外",β-胡萝卜素,08.010,160a,1.0,g/kg,,
04.02.02.08,其他加工蔬菜,β-胡萝卜素,08.010,160a,1.0,g/kg,,
04.03.02.03,腌渍的食用菌和藻类,β-胡萝卜素,08.010,160a,0.132,g/kg,,
04.03.02.04,食用菌和藻类罐头,β-胡萝卜素,08.010,160a,0.2,g/kg,,
04.03.02.06,其他加工食用菌和藻类,β-胡萝卜素,08.010,160a,1.0,g/kg,,
04.05.02,加工坚果与籽类,β-胡萝卜素,08.010,160a,1.0,g/kg,,
05.01,可可制品、巧克力和巧克力制品包括代可可脂巧克力及制品,β-胡萝卜素,08.010,160a,0.1,g/kg,,
05.02,糖果,β-胡萝卜素,08.010,160a,0.5,g/kg,,
05.03,糖果和巧克力制品包衣,β-胡萝卜素,08.010,160a,20.0,g/kg,,
05.04,"装饰糖果(如工艺造型,或用于蛋糕装饰)、顶饰(非水果材料)和甜汁",β-胡萝卜素,08.010,160a,20.0,g/kg,,
06.03.02.05,油炸面制品,β-胡萝卜素,08.010,160a,1.0,g/kg,,
06.04.02.01,杂粮罐头,β-胡萝卜素,08.010,160a,1.0,g/kg,,
06.06,"即食谷物,包括碾轧燕麦(片)",β-胡萝卜素,08.010,160a,0.4,g/kg,,
06.07,方便米面制品,β-胡萝卜素,08.010,160a,1.0,g/kg,,
06.08,冷冻米面制品,β-胡萝卜素,08.010,160a,1.0,g/kg,,
06.09,谷类和淀粉类甜品(如米布丁、木薯布丁),β-胡萝卜素,08.010,160a,1.0,g/kg,,
06.10,粮食制品馅料,β-胡萝卜素,08.010,160a,1.0,g/kg,,
06.11,面糊 (如用于鱼和禽肉的拖面粉)、裹粉、煎炸粉,β-胡萝卜素,08.010,160a,1.0,g/kg,,
07.0,焙烤食品,β-胡萝卜素,08.010,160a,1.0,g/kg,,
08.02.01,调理肉制品(生肉添加调理料),β-胡萝卜素,08.010,160a,0.02,g/kg,,
08.03,熟肉制品,β-胡萝卜素,08.010,160a,0.02,g/kg,,
08.04,肉制品的可食用动物肠衣类,β-胡萝卜素,08.010,160a,5.0,g/kg,,
09.02.03,冷冻水产糜及其制品(包括冷冻丸类产品等),β-胡萝卜素,08.010,160a,1.0,g/kg,,
09.03,预制水产品(半成品),β-胡萝卜素,08.010,160a,1.0,g/kg,,
09.04,熟制水产品(可直接食用),β-胡萝卜素,08.010,160a,1.0,g/kg,,
09.05,水产品罐头,β-胡萝卜素,08.010,160a,0.5,g/kg,,
10.03,蛋制品(改变其物理性状)[10.03.01脱水蛋制品(如蛋白粉、蛋黄粉、蛋白片)、10.03.03蛋液与液态蛋除外],β-胡萝卜素,08.010,160a,1.0,g/kg,,
10.04,其他蛋制品,β-胡萝卜素,08.010,160a,0.15,g/kg,,
11.05,调味糖浆,β-胡萝卜素,08.010,160a,0.05,g/kg,,
12.10.01,固体复合调味料,β-胡萝卜素,08.010,160a,2.0,g/kg,,
12.10.02,半固体复合调味料,β-胡萝卜素,08.010,160a,2.0,g/kg,,
12.10.03,液体复合调味料,β-胡萝卜素,08.010,160a,1.0,g/kg,,
14.02.03,果蔬汁(浆)类饮料,β-胡萝卜素,08.010,160a,2.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.03,蛋白饮料类,β-胡萝卜素,08.010,160a,2.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.04,碳酸饮料,β-胡萝卜素,08.010,160a,2.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.05.01,茶(类)饮料,β-胡萝卜素,08.010,160a,2.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.05.02,咖啡(类)饮料,β-胡萝卜素,08.010,160a,2.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.05.03,植物饮料,β-胡萝卜素,08.010,160a,1.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.07,特殊用途饮料,β-胡萝卜素,08.010,160a,2.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.08,风味饮料,β-胡萝卜素,08.010,160a,2.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
15.03,发酵酒(15.03.01葡萄酒除外),β-胡萝卜素,08.010,160a,0.6,g/kg,,
16.01,果冻,β-胡萝卜素,08.010,160a,1.0,g/kg,"如用于果冻粉,按冲调倍数增加使用量",
16.06,膨化食品,β-胡萝卜素,08.010,160a,0.1,g/kg,,
04.02.02.03,腌渍的蔬菜,β-环状糊精,20.024,459,0.5,g/kg,,
05.02.01,胶基糖果,β-环状糊精,20.024,459,20.0,g/kg,,
05.02.02,除胶基糖果以外的其他糖果(仅限压片糖果),β-环状糊精,20.024,459,15.0,g/kg,,
06.07,方便米面制品,β-环状糊精,20.024,459,1.0,g/kg,,
08.02,预制肉制品,β-环状糊精,20.024,459,1.0,g/kg,,
08.03,熟肉制品,β-环状糊精,20.024,459,1.0,g/kg,,
14.02.03,果蔬汁(浆)类饮料,β-环状糊精,20.024,459,0.5,g/kg,,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量"
14.03.02,植物蛋白饮料,β-环状糊精,20.024,459,0.5,g/kg,,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量"
14.03.03,复合蛋白饮料,β-环状糊精,20.024,459,0.5,g/kg,相应的固体饮料按稀释倍数增加使用量,以即饮状态计
14.03.04,其他蛋白饮料,β-环状糊精,20.024,459,0.5,g/kg,相应的固体饮料按稀释倍数增加使用量,以即饮状态计
14.04,碳酸饮料,β-环状糊精,20.024,459,0.5,g/kg,相应的固体饮料按稀释倍数增加使用量,以即饮状态计
14.05,茶、咖啡、植物(类)饮料,β-环状糊精,20.024,459,0.5,g/kg,相应的固体饮料按稀释倍数增加使用量,以即饮状态计
14.07,特殊用途饮料,β-环状糊精,20.024,459,0.5,g/kg,相应的固体饮料按稀释倍数增加使用量,以即饮状态计
14.08,风味饮料,β-环状糊精,20.024,459,0.5,g/kg,相应的固体饮料按稀释倍数增加使用量,以即饮状态计
16.06,膨化食品,β-环状糊精,20.024,459,0.5,g/kg,,
-,"各类食品,表 A.2中编号为1~68的食品类别除外",γ-环状糊精,,,-1.0,GMP,,
07.0,焙烤食品,ε-聚赖氨酸,17.037,,0.15,g/kg,,
08.03,熟肉制品,ε-聚赖氨酸,17.037,,0.25,g/kg,,
14.02.03,果蔬汁(浆)类饮料,ε-聚赖氨酸,17.037,,0.2,g/L,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
04.0,水果、蔬 菜 (包 括 块 根 类)、豆 类、食 用菌、藻类、坚果以及籽类等(04.01.01新鲜水果、04.01.02.04水果罐头、04.02.01新 鲜 蔬 菜、04.02.02.01 冷 冻 蔬 菜、04.02.02.04蔬菜罐头、04.02.02.06发酵蔬菜制品、04.03.01新鲜食用菌和藻类、04.03.02.01 冷 冻 食 用 菌 和 藻 类、04.03.02.04 食 用 菌 和 藻 类 罐 头、04.05.02.03坚果与籽类罐头除外),ε-聚赖氨酸盐酸盐,17.038,,0.3,g/kg,,
06.02,大米及其制品,ε-聚赖氨酸盐酸盐,17.038,,0.25,g/kg,,
06.03,小麦 粉 及 其 制 品 [06.03.01 小 麦 粉、06.03.02.01生湿面制品(如面条、饺子皮、馄饨皮、烧麦皮)、06.03.02.02 生干面制品除外],ε-聚赖氨酸盐酸盐,17.038,,0.3,g/kg,,
06.04.02,杂粮制品(06.04.02.01杂粮罐头除外),ε-聚赖氨酸盐酸盐,17.038,,0.4,g/kg,,
08.0,肉及肉制品(08.01生、鲜肉、08.03.08肉罐头类除外),ε-聚赖氨酸盐酸盐,17.038,,0.3,g/kg,,
10.02.01,卤蛋,ε-聚赖氨酸盐酸盐,17.038,,0.5,g/kg,,
12.0,调味品(12.01盐及代盐制品、12.09 香辛料类除外),ε-聚赖氨酸盐酸盐,17.038,,0.5,g/kg,,
14.0,饮料类[14.01包装饮用水、14.02.01果蔬汁(浆)、14.02.02浓缩果蔬汁(浆)除外],ε-聚赖氨酸盐酸盐,17.038,,0.2,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
-,"各类食品,表 A.2中编号为1~48,50~68的食品类别除外",阿拉伯胶,20.008,414,-1.0,GMP,,
03.0,冷冻饮品(03.04食用冰除外),阿力甜,19.013,956,0.1,g/kg,,
04.01.02.08.04,话化类,阿力甜,19.013,956,0.3,g/kg,,
05.02.01,胶基糖果,阿力甜,19.013,956,0.3,g/kg,,
11.04,餐桌甜味料,阿力甜,19.013,956,-1.0,GMP,,
14.0,饮料类[14.01包装饮用水、14.02.01果蔬汁(浆)、14.02.02浓缩果蔬汁(浆)除外],阿力甜,19.013,956,0.1,g/L,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
16.01,果冻,阿力甜,19.013,956,0.1,g/kg,"如用于果冻粉,按冲调倍数增加使用量",
01.01.03,调制乳,阿斯巴甜,19.004,951,0.6,g/kg,,
01.02.02,风味发酵乳,阿斯巴甜,19.004,951,1.0,g/kg,,
01.03.02,调制乳粉和调制奶油粉,阿斯巴甜,19.004,951,2.0,g/kg,,
01.05,稀奶油(淡奶油)及其类似品(01.05.01稀奶油除外),阿斯巴甜,19.004,951,1.0,g/kg,,
01.06.01,非熟化干酪,阿斯巴甜,19.004,951,1.0,g/kg,,
01.06.05,干酪类似品,阿斯巴甜,19.004,951,1.0,g/kg,,
01.07,以乳为主要配料的即食风味食品或其预制产品(不包括冰淇淋和风味发酵乳),阿斯巴甜,19.004,951,1.0,g/kg,,
02.03,"02.02类以外的脂肪乳化制品,包括混合的和(或)调味的脂肪乳化制品",阿斯巴甜,19.004,951,1.0,g/kg,,
02.04,脂肪类甜品,阿斯巴甜,19.004,951,1.0,g/kg,,
03.0,冷冻饮品(03.04食用冰除外),阿斯巴甜,19.004,951,1.0,g/kg,,
04.01.02.01,冷冻水果,阿斯巴甜,19.004,951,2.0,g/kg,,
04.01.02.02,水果干类,阿斯巴甜,19.004,951,2.0,g/kg,,
04.01.02.03,醋、油或盐渍水果,阿斯巴甜,19.004,951,0.3,g/kg,,
04.01.02.04,水果罐头,阿斯巴甜,19.004,951,1.0,g/kg,,
04.01.02.05,果酱,阿斯巴甜,19.004,951,1.0,g/kg,,
04.01.02.06,果泥,阿斯巴甜,19.004,951,1.0,g/kg,,
04.01.02.07,除04.01.02.05以外的果酱(如印度酸辣酱),阿斯巴甜,19.004,951,1.0,g/kg,,
04.01.02.08,蜜饯,阿斯巴甜,19.004,951,2.0,g/kg,,
04.01.02.09,装饰性果蔬,阿斯巴甜,19.004,951,1.0,g/kg,,
04.01.02.10,"水果甜品,包括果味液体甜品",阿斯巴甜,19.004,951,1.0,g/kg,,
04.01.02.11,发酵的水果制品,阿斯巴甜,19.004,951,1.0,g/kg,,
04.01.02.12,煮熟的或油炸的水果,阿斯巴甜,19.004,951,1.0,g/kg,,
04.02.02.01,冷冻蔬菜,阿斯巴甜,19.004,951,1.0,g/kg,,
04.02.02.02,干制蔬菜,阿斯巴甜,19.004,951,1.0,g/kg,,
04.02.02.03,腌渍的蔬菜,阿斯巴甜,19.004,951,0.3,g/kg,,
04.02.02.04,蔬菜罐头,阿斯巴甜,19.004,951,1.0,g/kg,,
04.02.02.05,"蔬菜泥(酱),番茄沙司除外",阿斯巴甜,19.004,951,1.0,g/kg,,
04.02.02.06,发酵蔬菜制品,阿斯巴甜,19.004,951,2.5,g/kg,,
04.02.02.07,经水煮或油炸的蔬菜,阿斯巴甜,19.004,951,1.0,g/kg,,
04.02.02.08,其他加工蔬菜,阿斯巴甜,19.004,951,1.0,g/kg,,
04.03.02.03,腌渍的食用菌和藻类,阿斯巴甜,19.004,951,0.3,g/kg,,
04.03.02.04,食用菌和藻类罐头,阿斯巴甜,19.004,951,1.0,g/kg,,
04.03.02.05,经水煮或油炸的藻类,阿斯巴甜,19.004,951,1.0,g/kg,,
04.03.02.06,其他加工食用菌和藻类,阿斯巴甜,19.004,951,1.0,g/kg,,
04.05.02,加工坚果与籽类,阿斯巴甜,19.004,951,0.5,g/kg,,
05.01,"可可制品、巧克力和巧克力制品,包括代可可脂巧克力及制品",阿斯巴甜,19.004,951,3.0,g/kg,,
05.02.01,胶基糖果,阿斯巴甜,19.004,951,10.0,g/kg,,
05.02.02,除胶基糖果以外的其他糖果,阿斯巴甜,19.004,951,3.0,g/kg,,
05.04,"装饰糖果(如工艺造型,或用于蛋糕装饰)、顶饰(非水果材料)和甜汁",阿斯巴甜,19.004,951,1.0,g/kg,,
06.06,"即食谷物,包括碾轧燕麦(片)",阿斯巴甜,19.004,951,1.0,g/kg,,
06.09,谷类和淀粉类甜品(如米布丁、木薯布丁),阿斯巴甜,19.004,951,1.0,g/kg,,
07.01,面包,阿斯巴甜,19.004,951,4.0,g/kg,,
07.02,糕点,阿斯巴甜,19.004,951,1.7,g/kg,,
07.03,饼干,阿斯巴甜,19.004,951,1.7,g/kg,,
07.04,焙烤食品馅料及表面用挂浆,阿斯巴甜,19.004,951,1.0,g/kg,,
07.05,其他焙烤食品,阿斯巴甜,19.004,951,1.7,g/kg,,
09.02.02,冷冻挂浆制品,阿斯巴甜,19.004,951,0.3,g/kg,,
09.02.03,冷冻水产糜及其制品(包括冷冻丸类产品等),阿斯巴甜,19.004,951,0.3,g/kg,,
09.03,预制水产品(半成品),阿斯巴甜,19.004,951,0.3,g/kg,,
09.04,熟制水产品(可直接食用),阿斯巴甜,19.004,951,0.3,g/kg,,
09.05,水产品罐头,阿斯巴甜,19.004,951,0.3,g/kg,,
10.04,其他蛋制品,阿斯巴甜,19.004,951,1.0,g/kg,,
11.04,餐桌甜味料,阿斯巴甜,19.004,951,-1.0,GMP,,
11.05,调味糖浆,阿斯巴甜,19.004,951,3.0,g/kg,,
12.03,食醋,阿斯巴甜,19.004,951,3.0,g/kg,,
12.10.01,固体复合调味料,阿斯巴甜,19.004,951,2.0,g/kg,,
12.10.02,半固体复合调味料,阿斯巴甜,19.004,951,2.0,g/kg,,
12.10.03,液体复合调味料,阿斯巴甜,19.004,951,3.0,g/kg,,
14.02.03,果蔬汁(浆)类饮料,阿斯巴甜,19.004,951,0.6,g/kg,,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量"
14.03,蛋白饮料,阿斯巴甜,19.004,951,0.6,g/kg,,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量"
14.04,碳酸饮料,阿斯巴甜,19.004,951,0.6,g/kg,,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量"
14.05,茶、咖啡、植物(类)饮料,阿斯巴甜,19.004,951,0.6,g/kg,,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量"
14.07,特殊用途饮料,阿斯巴甜,19.004,951,0.6,g/kg,,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量"
14.08,风味饮料,阿斯巴甜,19.004,951,0.6,g/kg,,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量"
16.01,果冻,阿斯巴甜,19.004,951,1.0,g/kg,"如用于果冻粉,按冲调倍数增加使用量",
16.06,膨化食品,阿斯巴甜,19.004,951,0.5,g/kg,,
01.02.02,风味发酵乳,爱德万甜,19.026,969,0.006,g/kg,,
03.0,冷冻饮品(03.04食用冰除外),爱德万甜,19.026,969,0.0005,g/kg,,
04.01.02,加工水果,爱德万甜,19.026,969,0.12,g/kg,,
05.0,可可制品、巧克力和巧克力制 品(包 括代可可脂巧克力及制品)以及糖果,爱德万甜,19.026,969,0.0005,g/kg,,
10.03,蛋制品(改变其物理性状)[10.03.01脱水蛋制品(如蛋白粉、蛋黄粉、蛋白片)、10.03.03蛋液与液态蛋除外],爱德万甜,19.026,969,0.0004,g/kg,,
11.04,餐桌甜味料,爱德万甜,19.026,969,-1.0,GMP,,
11.05,调味糖浆,爱德万甜,19.026,969,-1.0,GMP,,
11.06,其他甜味料,爱德万甜,19.026,969,-1.0,GMP,,
12.10,复合调味料,爱德万甜,19.026,969,0.0005,g/kg,,
14.04,碳酸饮料,爱德万甜,19.026,969,0.006,g/kg,,
14.05,茶、咖啡、植物(类)饮料,爱德万甜,19.026,969,0.003,g/kg,,
14.06,固体饮料,爱德万甜,19.026,969,0.004,g/kg,,
16.01,果冻,爱德万甜,19.026,969,0.0004,g/kg,"如用于果冻粉,按冲调倍数增加使用量",
01.02.02,风味发酵乳,安赛蜜,19.011,950,0.35,g/kg,,
01.07,以乳为主要配料的即食风味食品或其预制产品(不包括冰淇淋和风味发酵乳)(仅限乳基甜品罐头),安赛蜜,19.011,950,0.3,g/kg,,
03.0,冷冻饮品(03.04食用冰除外),安赛蜜,19.011,950,0.3,g/kg,,
04.01.02.04,水果罐头,安赛蜜,19.011,950,0.3,g/kg,,
04.01.02.05,果酱,安赛蜜,19.011,950,0.3,g/kg,,
04.01.02.08.01,蜜饯类、凉果类,安赛蜜,19.011,950,0.3,g/kg,,
04.02.02.03,腌渍的蔬菜,安赛蜜,19.011,950,0.3,g/kg,,
04.03.02,加工食用菌和藻类(04.03.02.01冷冻食用菌和藻类除外),安赛蜜,19.011,950,0.3,g/kg,,
04.04.01.02,豆干类,安赛蜜,19.011,950,0.2,g/kg,,
04.05.02.01,熟制坚果与籽类,安赛蜜,19.011,950,3.0,g/kg,,
05.02,糖果,安赛蜜,19.011,950,2.0,g/kg,,
05.02.01,胶基糖果,安赛蜜,19.011,950,4.0,g/kg,,
06.04.02.01,杂粮罐头,安赛蜜,19.011,950,0.3,g/kg,,
06.04.02.02,其他杂粮制品(仅限黑芝麻糊),安赛蜜,19.011,950,0.3,g/kg,,
06.06,"即食谷物,包括碾轧燕麦(片)",安赛蜜,19.011,950,0.8,g/kg,,
06.09,谷类和淀粉类甜品 (仅限谷类甜品罐头),安赛蜜,19.011,950,0.3,g/kg,,
07.0,焙烤食品,安赛蜜,19.011,950,0.3,g/kg,,
07.02,糕点,安赛蜜,19.011,950,0.5,g/kg,,
07.03,饼干,安赛蜜,19.011,950,0.6,g/kg,,
11.04,餐桌甜味料,安赛蜜,19.011,950,-1.0,GMP,,
12.0,调味品(12.01盐及代盐制品、12.09香辛料类除外),安赛蜜,19.011,950,0.5,g/kg,,
12.04,酱油,安赛蜜,19.011,950,1.0,g/kg,,
12.10.03,液体复合调味料,安赛蜜,19.011,950,1.0,g/kg,,
14.0,饮料类[14.01包装饮用水、14.02.01果蔬汁(浆)、14.02.02浓缩果蔬汁(浆)除外],安赛蜜,19.011,950,0.3,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.05.01,茶(类)饮料,安赛蜜,19.011,950,0.58,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
15.02,配制酒,安赛蜜,19.011,950,0.35,g/kg,,
16.01,果冻,安赛蜜,19.011,950,0.3,g/kg,"如用于果冻粉,按冲调倍数增加使用量",
08.02,预制肉制品,氨基乙酸,12.007,640,3.0,g/kg,,
08.03,熟肉制品,氨基乙酸,12.007,640,3.0,g/kg,,
12.0,调味品(12.01盐及代盐制品、12.09香辛料类除外),氨基乙酸,12.007,640,1.0,g/kg,,
14.02.03,果蔬汁(浆)类饮料,氨基乙酸,12.007,640,1.0,g/kg,,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量"
14.03.02,植物蛋白饮料,氨基乙酸,12.007,640,1.0,g/kg,,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量"
05.01.02,巧克力和巧克力制品、除05.01.01以外的可可制品,铵磷脂,10.033,422,10.0,g/kg,,
04.01.01,新鲜水果,巴西棕榈蜡,14.008,903,0.0004,g/kg,以残留量计,
05.0,可可制品、巧克力和巧克力制品(包括代可可脂巧克力及制品)以及糖果,巴西棕榈蜡,14.008,903,0.6,g/kg,,
05.02.02,除胶基糖果以外的其他糖果,白油(又名液体石蜡),14.003,905a,5.0,g/kg,,
10.01,鲜蛋,白油(又名液体石蜡),14.003,905a,5.0,g/kg,,
-,"各类食品,表 A.2中编号为1~68的食品类别除外",半乳甘露聚糖,00.014,,-1.0,GMP,,
