category_code,category_name,additive_name,cns,ins,max_amount,unit,remark,calc_basis
16.06,膨化食品,"磷酸及磷酸盐[包括磷酸,焦磷酸二氢二钠,焦磷酸钠,磷酸二氢钙,磷酸二氢钾,磷酸氢二铵,磷酸氢二钾,磷酸氢钙,磷酸三钙,磷酸三钾,磷酸三钠,多聚磷酸钠(包括六偏磷酸钠),三聚磷酸钠,磷酸二氢钠,磷酸氢二钠,焦磷酸四钾,焦磷酸一氢三钠,聚偏磷酸钾,酸式焦磷酸钙]",01.106,338,2.0,g/kg,"可单独或混合使用,最大使用量以磷酸根(PO43- )计",
,"各类食品,表 A.2中编号为1~68的食品类别除外",磷酸酯双淀粉,20.034,1412,-1.0,GMP,,
-,"各类食品,表 A.2中编号为1~4、6、8~53、59~68的食品类别除外",磷脂,04.010,322,-1.0,GMP,,
04.01.01.02,经表面处理的鲜水果,硫代二丙酸二月桂酯,04.012,389,0.2,g/kg,,
04.02.01.02,经表面处理的新鲜蔬菜,硫代二丙酸二月桂酯,04.012,389,0.2,g/kg,,
04.05.02.01,熟制坚果与籽类(仅限油炸坚果与籽类),硫代二丙酸二月桂酯,04.012,389,0.2,g/kg,,
06.03.02.05,油炸面制品,硫代二丙酸二月桂酯,04.012,389,0.2,g/kg,,
16.06,膨化食品,硫代二丙酸二月桂酯,04.012,389,0.2,g/kg,,
04.01.02.02,水果干类,硫磺,05.007,,0.1,g/kg,,二氧化硫残留量计
04.01.02.08,蜜饯,硫磺,05.007,,0.35,g/kg,,二氧化硫残留量计
04.02.02.02,干制蔬菜,硫磺,05.007,,0.2,g/kg,,二氧化硫残留量计
04.03.01.02,经表面处理的鲜食用菌和藻类,硫磺,05.007,,0.4,g/kg,,二氧化硫残留量计
11.01.01,白砂糖及白砂糖制品、绵白糖、红糖、冰片糖,硫磺,05.007,,0.03,g/kg,,二氧化硫残留量计
11.01.02,赤砂糖、原糖、其他糖和糖浆,硫磺,05.007,,0.1,g/kg,,二氧化硫残留量计
12.09.01,香辛料及粉(仅限八角),硫磺,05.007,,0.15,g/kg,,
16.07,其他(仅限魔芋粉),硫磺,05.007,,0.9,g/kg,,
04.04,豆类制品,硫酸钙(又名石膏),18.001,516,-1.0,GMP,,
06.03.02,小麦 粉 制 品 [06.03.02.01 生 湿 面 制 品(如 面 条、饺 子 皮、馄 饼 皮、烧 麦 皮 )、06.03.02.02生干面制品除外],硫酸钙(又名石膏),18.001,516,1.5,g/kg,,
06.05.02,淀粉制品,硫酸钙(又名石膏),18.001,516,10.0,g/kg,,
07.01,面包,硫酸钙(又名石膏),18.001,516,10.0,g/kg,,
07.02,糕点,硫酸钙(又名石膏),18.001,516,10.0,g/kg,,
07.03,饼干,硫酸钙(又名石膏),18.001,516,10.0,g/kg,,
07.04,焙烤食品馅料及表面用挂浆,硫酸钙(又名石膏),18.001,516,10.0,g/kg,,
08.02.01,调理肉制品(生肉添加调理料),硫酸钙(又名石膏),18.001,516,5.0,g/kg,,
08.02.02,腌腊肉制品(如 咸 肉、腊 肉、板 鸭、中 式火腿、腊肠等)(仅限腊肠),硫酸钙(又名石膏),18.001,516,5.0,g/kg,,
08.03.05,肉灌肠类,硫酸钙(又名石膏),18.001,516,3.0,g/kg,,
08.03.09,其他熟肉制品,硫酸钙(又名石膏),18.001,516,5.0,g/kg,,
09.02.03,冷冻水产糜及其制品(包括冷冻丸类产品等),硫酸钙(又名石膏),18.001,516,3.0,g/kg,,
12.10.02.04,其他半固体复合调味料,硫酸钙(又名石膏),18.001,516,10.0,g/kg,,
16.01,果冻,硫酸钙(又名石膏),18.001,516,10.0,g/kg,"如用于果冻粉,按冲调倍数增加使用量",
04.04,豆类制品,"硫酸铝钾,硫酸铝铵",06.004,522,-1.0,mg/kg,,Al计
06.03.02.05,油炸面制品,"硫酸铝钾,硫酸铝铵",06.004,522,-1.0,mg/kg,,Al计
06.05.02.01,粉丝 、粉条,"硫酸铝钾,硫酸铝铵",06.004,522,200.0,mg/kg,,Al计
06.05.02.02,虾味片,"硫酸铝钾,硫酸铝铵",06.004,522,-1.0,mg/kg,,Al计
06.11,面糊 (如 用 于 鱼 和 禽 肉 的 拖 面 糊)、裹粉、煎炸粉,"硫酸铝钾,硫酸铝铵",06.004,522,-1.0,mg/kg,,Al计
06.11,面糊 (如 用 于 鱼 和 禽 肉 的 拖 面 糊)、裹粉、煎炸粉,"硫酸铝钾,硫酸铝铵",06.004,522,-1.0,mg/kg,,Al计
07.0,焙烤食品,"硫酸铝钾,硫酸铝铵",06.004,522,-1.0,mg/kg,,Al计
09.03.02,腌制水产品(仅限海蜇),"硫酸铝钾,硫酸铝铵",06.004,522,500.0,mg/kg,,Al计
14.01.03,其他类饮用水(自然来源饮用水除外),硫酸镁,00.021,518,0.05,g/L,,
14.01.03,其他类饮用水(自然来源饮用水除外),硫酸锌,00.018,,0.006,g/L,,以Zn计
04.04.02,发酵豆制品(仅限臭豆腐),硫酸亚铁,00.022,,0.15,g/L,,FeSO4
-,"各类食品,表 A.2中编号为1~68的食品类别除外",罗汉果甜苷,19.015,,-1.0,GMP,,
03.0,冷冻饮品(03.04食用冰除外),罗望子多糖胶,20.011,,2.0,g/kg,,
04.01.02.05,果酱,罗望子多糖胶,20.011,,5.0,g/kg,,
04.01.02.08.05,果糕类,罗望子多糖胶,20.011,,20.0,g/kg,,
05.0,可可制品、巧克力和巧克力制品(包括代可可脂巧克力及制品)以及糖果,罗望子多糖胶,20.011,,2.0,g/kg,,
12.10.02,半固体复合调味料,罗望子多糖胶,20.011,,7.0,g/kg,,
12.10.03,液体复合调味料,罗望子多糖胶,20.011,,3.0,g/kg,,
14.02.03,果蔬汁(浆)类饮料,罗望子多糖胶,20.011,,3.0,g/kg,,"以即饮状态计,相应的固体饮料按照稀释倍数增加使用量"
16.01,果冻,罗望子多糖胶,20.011,,2.0,g/kg,,"如用于果冻粉,按冲调倍数增加使用量"
03.0,冷冻饮品(03.04食用冰除外),萝卜红,08.117,,-1.0,GMP,,
04.01.02.05,果酱,萝卜红,08.117,,-1.0,GMP,,
05.02,糖果,萝卜红,08.117,,-1.0,GMP,,
07.02,糕点,萝卜红,08.117,,-1.0,GMP,,
12.03,食醋,萝卜红,08.117,,-1.0,GMP,,
12.10,复合调味料,萝卜红,08.117,,-1.0,GMP,,
14.02.03,果蔬汁(浆)类饮料,萝卜红,08.117,,-1.0,GMP,相应的固体饮料也可使用,
14.08,风味饮料(仅限果味饮料),萝卜红,08.117,,-1.0,GMP,相应的固体饮料也可使用,
15.02,配制酒,萝卜红,08.117,,-1.0,GMP,,
16.01,果冻,萝卜红,08.117,,-1.0,GMP,也可用于果冻粉,
01.05.01,稀奶油,氯化钙,18.002,509,-1.0,GMP,,
01.05.03,调制稀奶油,氯化钙,18.002,509,-1.0,GMP,,
04.01.02.04,水果罐头,氯化钙,18.002,509,1.0,g/kg,,
04.01.02.05,果酱,氯化钙,18.002,509,1.0,g/kg,,
04.02.02.04,蔬菜罐头,氯化钙,18.002,509,1.0,g/kg,,
04.04,豆类制品,氯化钙,18.002,509,-1.0,GMP,,
05.04,"装饰糖果(如工艺造型,或用于蛋糕装饰)、顶饰(非水果材料)和甜汁",氯化钙,18.002,509,0.4,g/kg,,
11.05,调味糖浆,氯化钙,18.002,509,0.4,g/kg,,
14.01.03,其他类饮用水(自然来源饮用水除外),氯化钙,18.002,509,0.1,g/L,,Ca计
16.07,其他(仅限畜禽血制品),氯化钙,18.002,509,0.5,g/kg,,
12.01,盐及代盐制品,氯化钾,00.008,508,350.0,g/kg,,
—,"各类食品,表 A.2中编号为1~60、62~68的食品类别除外",氯化钾,00.008,508,-1.0,GMP,自然来源类饮用水不能使用,
04.04,豆类制品,氯化镁,18.003,511,-1.0,GMP,,
06.07,方便米面制品,氯化镁,18.003,511,-1.0,GMP,,
06.08,冷冻米面制品,氯化镁,18.003,511,-1.0,GMP,,
12.10,复合调味料,氯化镁,18.003,511,-1.0,GMP,,
04.01.01.02,经表面处理的鲜水果,吗啉脂肪酸盐果蜡,14.004,,-1.0,GMP,,
01.01.03,调制乳,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,g/kg,,
01.02.02,风味发酵乳,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,g/kg,,
01.04,炼乳及其调制产品,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,g/kg,,
01.05.04,稀奶油类似品,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,g/kg,,
03.0,冷冻饮品(03.04食用冰除外),"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,g/kg,,
04.01.02,加工水果,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,g/kg,,
04.02.02.03,腌渍的蔬菜,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,g/kg,,
04.04,豆类制品,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,g/kg,,
04.05.02,加工坚果与籽类,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,GMP,,
05.01,"可可制品、巧克力和巧克力制品,包括代可可脂巧克力及制品","麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,GMP,,
05.02,糖果,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,GMP,,
06.10,粮食制品馅料,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,GMP,,
07.01,面包,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,GMP,,
07.02,糕点,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,GMP,,
07.03,饼干,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,GMP,,
07.04,焙烤食品馅料及表面用挂浆,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,GMP,,
09.02.03,冷冻水产糜及其制品(包括冷冻丸类产品等),"麦芽糖醇,麦芽糖醇液",19.005,965,0.5,g/kg,,
11.01,食糖,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,GMP,,
11.02,淀粉糖(食用葡萄糖、低聚异麦芽糖、果葡糖浆、麦芽糖、麦芽糊精、葡萄糖浆等),"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,GMP,,
11.04,餐桌甜味料,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,GMP,,
12.10.02,半固体复合调味料,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,GMP,,
12.10.03,液体复合调味料,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,GMP,,
14.0,饮料类[14.01包装饮用水、14.02.01果蔬汁(浆)、14.02.02浓缩果蔬汁(浆)除外],"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,GMP,,
16.01,果冻,"麦芽糖醇,麦芽糖醇液",19.005,965,-1.0,GMP,也可用于果冻粉,
02.0,脂肪、油和乳化脂制品 (02.02.01.01黄油和浓缩黄油除外),"没食子酸丙酯(简称""PG"")",04.003,310,0.1,g/kg,,
04.05.02.01,熟制坚果与籽类 (仅限油炸坚果与籽类),"没食子酸丙酯(简称""PG"")",04.003,310,0.1,g/kg,,
04.05.02.03,坚果与籽类罐头,"没食子酸丙酯(简称""PG"")",04.003,310,0.1,g/kg,,
05.02.01,胶基糖果,"没食子酸丙酯(简称""PG"")",04.003,310,0.4,g/kg,,
06.03.02.05,油炸面制品,"没食子酸丙酯(简称""PG"")",04.003,310,0.1,g/kg,,
06.07,方便米面制品,"没食子酸丙酯(简称""PG"")",04.003,310,0.1,g/kg,,
07.03,饼干,"没食子酸丙酯(简称""PG"")",04.003,310,0.1,g/kg,,
08.02.02,腌腊肉制品类(如咸肉、腊肉、板鸭、中式火腿、腊肠等),"没食子酸丙酯(简称""PG"")",04.003,310,0.1,g/kg,,
09.03.04,风干、烘干、压干等水产品,"没食子酸丙酯(简称""PG"")",04.003,310,0.1,g/kg,,以油脂中的含量计
12.10.01,固体复合调味料(仅限鸡肉粉),"没食子酸丙酯(简称""PG"")",04.003,310,0.1,g/kg,,以油脂中的含量计
16.06,膨化食品,"没食子酸丙酯(简称""PG"")",04.003,310,0.1,g/kg,,以油脂中的含量计
05.02,糖果,玫瑰茄红,08.125,,-1.0,GMP,,
14.02.03,果蔬汁(浆)类饮料,玫瑰茄红,08.125,,-1.0,GMP,相应的固体饮料也可使用,
14.08,风味饮料(仅限果味饮料),玫瑰茄红,08.125,,-1.0,GMP,相应的固体饮料也可使用,
15.02,配制酒,玫瑰茄红,08.125,,-1.0,GMP,,
-,"各类食品,表 A.2中编号为1~68的食品类别除外",酶解大豆磷脂,10.040,,-1.0,GMP,,
02.01.01,植物油脂,迷迭香提取物,04.017,392,0.7,g/kg,,
02.01.02,动物油脂(包括猪油、牛油、鱼油和其他动物脂肪等),迷迭香提取物,04.017,392,0.3,g/kg,,
02.02.01,脂肪含量80%以上的乳化制品,迷迭香提取物,04.017,392,0.7,g/kg,,
02.03,"02.02类以外的脂肪乳化制品,包括混合的和(或)调味的脂肪乳化制品",迷迭香提取物,04.017,392,0.7,g/kg,,
04.05.02.01,熟制坚果与籽类(仅限油炸坚果与籽类),迷迭香提取物,04.017,392,0.3,g/kg,,
06.03.02.05,油炸面制品,迷迭香提取物,04.017,392,0.3,g/kg,,
08.02,预制肉制品,迷迭香提取物,04.017,392,0.3,g/kg,,
08.03.01,酱卤肉制品类,迷迭香提取物,04.017,392,0.3,g/kg,,
08.03.02,熏、烧、烤肉类(熏肉、叉烧肉、烤鸭、肉脯等),迷迭香提取物,04.017,392,0.3,g/kg,,
08.03.03,油炸肉类,迷迭香提取物,04.017,392,0.3,g/kg,,
08.03.04,西式火腿(熏烤、烟熏、蒸煮火腿)类,迷迭香提取物,04.017,392,0.3,g/kg,,
08.03.05,肉灌肠类,迷迭香提取物,04.017,392,0.3,g/kg,,
08.03.06,发酵肉制品类,迷迭香提取物,04.017,392,0.3,g/kg,,
12.10.01,固体复合调味料,迷迭香提取物,04.017,392,0.7,g/kg,,
12.10.02,半固体复合调味料,迷迭香提取物,04.017,392,0.3,g/kg,,
12.10.03,液体复合调味料,迷迭香提取物,04.017,392,0.3,g/kg,,
14.03.02,植物蛋白饮料,迷迭香提取物,04.017,392,0.15,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
16.06,膨化食品,迷迭香提取物,04.017,392,0.3,g/kg,,
-,"各类食品,表 A.2中编号为1~68的食品类别除外",明胶,20.002,428,-1.0,GMP,,
05.03,糖果和巧克力制品包衣,木松香甘油酯,10.041,445(iii),0.32,g/kg,,
-,"各类食品,表 A.2中编号为1~68的食品类别除外",木糖醇,19.007,967,-1.0,GMP,,
02.01.01.02,氢化植物油,木糖醇酐单硬脂酸酯,10.007,,5.0,g/kg,,
05.02,糖果,木糖醇酐单硬脂酸酯,10.007,,5.0,g/kg,,
07.01,面包,木糖醇酐单硬脂酸酯,10.007,,3.0,g/kg,,
07.02,糕点,木糖醇酐单硬脂酸酯,10.007,,3.0,g/kg,,
01.06,干酪、再制干酪、干酪制品及干酪类似品,纳他霉素,17.030,235,0.3,g/kg,"表面使用,残留量<10mg/kg",
07.02,糕点,纳他霉素,17.030,235,0.3,g/kg,"表 面 使 用,混 悬 液 喷 雾 或 浸泡,残留量<10mg/kg",
08.03.01,酱卤肉制品类,纳他霉素,17.030,235,0.3,g/kg,"表 面 使 用,混 悬 液 喷 雾 或 浸泡,残留量<10mg/kg",
08.03.02,熏、烧、烤肉类(熏肉、叉烧肉、烤鸭、肉脯等),纳他霉素,17.030,235,0.3,g/kg,"表 面 使 用,混 悬 液 喷 雾 或 浸泡,残留量<10mg/kg",
08.03.03,油炸肉类,纳他霉素,17.030,235,0.3,g/kg,"表 面 使 用,混 悬 液 喷 雾 或 浸泡,残留量<10mg/kg",
08.03.04,西式火腿(熏烤、烟熏、蒸煮火腿)类,纳他霉素,17.030,235,0.3,g/kg,"表 面 使 用,混 悬 液 喷 雾 或 浸泡,残留量<10mg/kg",
08.03.05,肉灌肠类,纳他霉素,17.030,235,0.3,g/kg,"表 面 使 用,混 悬 液 喷 雾 或 浸泡,残留量<10mg/kg",
08.03.06,发酵肉制品类,纳他霉素,17.030,235,0.3,g/kg,"表 面 使 用,混 悬 液 喷 雾 或 浸泡,残留量<10mg/kg",
12.10.02.01,蛋黄酱、沙拉酱,纳他霉素,17.030,235,0.02,g/kg,残留量≤10mg/kg,
15.03,发酵酒(15.03.01葡萄酒除外),纳他霉素,17.030,235,0.01,g/L,,
01.02.02,风味发酵乳,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.05,g/kg,,以柠檬黄计
01.04.02,调制炼乳(包括加糖炼乳及使用了非乳原料的调制炼乳等),"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.05,g/kg,,以柠檬黄计
03.0,冷冻饮品(03.04食用冰除外),"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.05,g/kg,,以柠檬黄计
04.01.02.05,果酱,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.5,g/kg,,以柠檬黄计
04.01.02.08,蜜饯,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.1,g/kg,,以柠檬黄计
04.01.02.09,装饰性果蔬,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.1,g/kg,,以柠檬黄计
04.02.02.03,腌渍的蔬菜,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.1,g/kg,,以柠檬黄计
04.03.02.03,腌渍的食用菌和藻类,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.1,g/kg,,以柠檬黄计
04.04.01.06,熟制豆类,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.1,g/kg,,以柠檬黄计
04.05.02,加工坚果与籽类,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.1,g/kg,,以柠檬黄计
05.0,可可制品、巧克力和巧克力制品(包括代可可脂巧克力及制品)以及糖果(05.01.01除外),"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.1,g/kg,,以柠檬黄计
05.02.02,除胶基糖果以外的其他糖果,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.3,g/kg,,以柠檬黄计
06.05.02.02,虾味片,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.1,g/kg,,以柠檬黄计
06.05.02.04,粉圆,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.2,g/kg,,以柠檬黄计
06.06,"即食谷物,包括碾轧燕麦(片)","柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.08,g/kg,,以柠檬黄计
06.09,谷类和淀粉类甜品(如米布丁、木薯布丁),"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.06,g/kg,"如用于布丁粉,按冲调倍数增加使用量",以柠檬黄计
06.11,面糊 (如 用 于 鱼 和 禽 肉 的 拖 面 糊)、裹粉、煎炸粉,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.3,g/kg,,以柠檬黄计
07.02.04,糕点上彩装,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.1,g/kg,,以柠檬黄计
07.03.03,蛋卷,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.04,g/kg,,以柠檬黄计
07.04,焙烤食品馅料及表面用挂浆(仅限风味派馅料),"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.05,g/kg,,仅限使用柠檬黄
07.04,焙烤食品馅料及表面用挂浆(仅限饼干夹心),"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.05,g/kg,,以柠檬黄计
07.04,焙烤食品馅料及表面用挂浆 (仅限布丁、糕点用馅料及表面用挂浆),"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.3,g/kg,,以柠檬黄计
09.03.03,鱼子制品,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.15,g/kg,,仅限使用柠檬黄
11.05.01,水果调味糖浆,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.5,g/kg,,以柠檬黄计
11.05.02,其他调味糖浆,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.3,g/kg,,以柠檬黄计
12.09.03,香辛料酱(如芥末酱、青芥酱),"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.1,g/kg,,以柠檬黄计
12.10.01,固体复合调味料,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.2,g/kg,,以柠檬黄计
12.10.02,半固体复合调味料,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.5,g/kg,,以柠檬黄计
12.10.03,液体复合调味料,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.15,g/kg,,以柠檬黄计
14.0,饮料类[14.01包装饮用水、14.02.01果蔬汁(浆)、14.02.02浓缩果蔬汁(浆)除外],"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.1,g/kg,,"以柠 檬 黄 计,以 即 饮 状 态 计,相应的固 体 饮 料 按 稀 释 倍 数 增 加使用量"
15.02,配制酒,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.1,g/kg,,以柠檬黄计
16.01,果冻,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.05,g/kg,,"以柠 檬 黄 计,如 用 于 果 冻 粉,按冲调倍数增加使用量"
16.06,膨化食品,"柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀)",08.005,102,0.1,g/kg,仅限使用柠檬黄,
—,"各类食品,表 A.2中编号为1~15、17~53、59~62、64~68的食品类别除外",柠檬酸,01.101,330,-1.0,GMP,,
-,"各类食品,表 A.2中编号为1~53、59~62、64~68的食品类别除外",柠檬酸钾,01.304,332(iii),-1.0,GMP,,
-,"各类食品,表 A.2中编号为1~53、59~62、64~68的食品类别除外",柠檬酸钠,01.303,331(iii),-1.0,GMP,,
12.01,盐及代盐制品,柠檬酸铁铵,02.010,381,0.025,g/kg,,
04.01.02.04,水果罐头,柠檬酸亚锡二钠,18.006,,0.3,g/kg,,
04.02.02.04,蔬菜罐头,柠檬酸亚锡二钠,18.006,,0.3,g/kg,,
04.03.02.04,食用菌和藻类罐头,柠檬酸亚锡二钠,18.006,,0.3,g/kg,,
-,"各类食品,表 A.2中编号为1~53、59~62、64~68的食品类别除外",柠檬酸一钠,01.306,331(i),-1.0,GMP,,
13.01,"各类食品,表 A.2中编号为1~68的食品类别除外",柠檬酸脂肪酸甘油酯,10.032,472c,-1.0,g/kg,,
13.01,婴幼儿配方食品,柠檬酸脂肪酸甘油酯,10.032,472c,24.0,g/kg,,
01.01.03,调制乳,纽甜,19.019,961,0.02,g/kg,,
01.02.02,风味发酵乳,纽甜,19.019,961,0.1,g/kg,,
01.03.02,调制乳粉和调制奶油粉,纽甜,19.019,961,0.065,g/kg,,
01.05,稀奶油(淡奶油)及其类似品(01.05.01稀奶油除外),纽甜,19.019,961,0.033,g/kg,,
01.06.05,干酪类似品,纽甜,19.019,961,0.033,g/kg,,
01.07,以乳为主要配料的即食风味食品或其预制产品(不包括冰淇淋和风味发酵乳),纽甜,19.019,961,0.1,g/kg,,
02.03,"02.02类以外的脂肪乳化制品,包括混合的和(或)调味的脂肪乳化制品",纽甜,19.019,961,0.01,g/kg,,
02.04,脂肪类甜品,纽甜,19.019,961,0.1,g/kg,,
03.0,冷冻饮品(03.04食用冰除外),纽甜,19.019,961,0.1,g/kg,,
04.01.02.01,冷冻水果,纽甜,19.019,961,0.1,g/kg,,
04.01.02.02,水果干类,纽甜,19.019,961,0.1,g/kg,,
04.01.02.03,醋、油或盐渍水果,纽甜,19.019,961,0.1,g/kg,,
04.01.02.04,水果罐头,纽甜,19.019,961,0.033,g/kg,,
04.01.02.05,果酱,纽甜,19.019,961,0.07,g/kg,,
04.01.02.06,果泥,纽甜,19.019,961,0.07,g/kg,,
04.01.02.07,除04.01.02.05以外的果酱(如印度酸辣酱),纽甜,19.019,961,0.07,g/kg,,
04.01.02.08,蜜饯,纽甜,19.019,961,0.3,g/kg,,
04.01.02.09,装饰性果蔬,纽甜,19.019,961,0.1,g/kg,,
04.01.02.10,"水果甜品,包括果味液体甜品",纽甜,19.019,961,0.1,g/kg,,
04.01.02.11,发酵的水果制品,纽甜,19.019,961,0.065,g/kg,,
04.01.02.12,煮熟的或油炸的水果,纽甜,19.019,961,0.065,g/kg,,
04.02.02,加工蔬菜 (04.02.02.01 冷冻蔬菜和04.02.02.06发酵蔬菜制品除外),纽甜,19.019,961,0.033,g/kg,,
04.02.02.03,腌渍的蔬菜,纽甜,19.019,961,0.01,g/kg,,
04.03.02.03,腌渍的食用菌和藻类,纽甜,19.019,961,0.01,g/kg,,
04.03.02.04,食用菌和藻类罐头,纽甜,19.019,961,0.033,g/kg,,
04.03.02.05,经水煮或油炸的藻类,纽甜,19.019,961,0.033,g/kg,,
04.03.02.06,其他加工食用菌和藻类,纽甜,19.019,961,0.033,g/kg,,
04.05.02,加工坚果与籽类,纽甜,19.019,961,0.032,g/kg,,
04.05.02.04,"坚果与籽类的泥(酱),包括花生酱等",纽甜,19.019,961,0.033,g/kg,,
05.0,可可制品、巧克力和巧克力制品(包括代可可脂巧克力及制品)以及糖果(05.02糖果除外),纽甜,19.019,961,0.1,g/kg,,
05.02.01,胶基糖果,纽甜,19.019,961,1.0,g/kg,,
05.02.02,除胶基糖果以外的其他糖果,纽甜,19.019,961,0.33,g/kg,,
06.06,"即食谷物,包括碾轧燕麦(片)",纽甜,19.019,961,0.16,g/kg,,
06.07,方便米面制品,纽甜,19.019,961,0.06,g/kg,,
06.09,谷类和淀粉类甜品(如米布丁、木薯布丁),纽甜,19.019,961,0.033,g/kg,,
07.0,焙烤食品,纽甜,19.019,961,0.08,g/kg,,
07.04,焙烤食品馅料及其表面用挂浆,纽甜,19.019,961,0.1,g/kg,,
09.03,预制水产品(半成品),纽甜,19.019,961,0.01,g/kg,,
09.05,水产品罐头,纽甜,19.019,961,0.01,g/kg,,
10.04,其他蛋制品,纽甜,19.019,961,0.1,g/kg,,
11.04,餐桌甜味料,纽甜,19.019,961,-1.0,g/kg,,
11.05,调味糖浆,纽甜,19.019,961,0.07,g/kg,,
12.03,食醋,纽甜,19.019,961,0.012,g/kg,,
12.09.03,香辛料酱(如芥末酱、青芥酱),纽甜,19.019,961,0.012,g/kg,,
12.10,复合调味料,纽甜,19.019,961,0.07,g/kg,,
14.02.03,果蔬汁(浆)类饮料,纽甜,19.019,961,0.033,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.03.01,含乳饮料,纽甜,19.019,961,0.02,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.03.02,植物蛋白饮料,纽甜,19.019,961,0.033,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.03.03,复合蛋白饮料,纽甜,19.019,961,0.033,g/kg,相应的固体饮料按稀释倍数增加使用量,以即饮状态计
14.04,碳酸饮料,纽甜,19.019,961,0.033,g/kg,相应的固体饮料按稀释倍数增加使用量,以即饮状态计
